"","end_place","start_place","bike_number","start_timestamp","end_timestamp","czas_poczatkowy","czas_koncowy","coordinate_start","lat_start","lng_start","name_start","coordinate_end","lat_end","lng_end","name_end","distance","ID","duration","speed","direct","direct_name","time_start","data","rok","miesiac","dzien","godzina","h","m","s","time_end","dzien_tygodnia","wday","qh"
"9750",3580557,3576237,63132,1630338929,1630339542,2021-08-30 17:55:29,2021-08-30 18:05:42,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",1613.77212939467,"54.17624,15.57618 54.17906,15.59042",613,9.47729146137163,"3576237_3580557","Ratusz -> Ogrody - ul. Fredry",2021-08-30 17:55:29,"2021-08-30","2021","08","30","17:55:29","17","55","29",2021-08-30 18:05:42,"pon\.",2,"17:"
"9751",3579613,3581070,63105,1630339178,1630340031,2021-08-30 17:59:38,2021-08-30 18:13:51,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.1752,15.56177",54.1752,15.56177,"Stadion",2141.41749096548,"54.1773,15.54264 54.1752,15.56177",853,9.03763536632559,"3581070_3579613","ul. Arciszewskiego -> Stadion",2021-08-30 17:59:38,"2021-08-30","2021","08","30","17:59:38","17","59","38",2021-08-30 18:13:51,"pon\.",2,"17:"
"9752",3579613,3581070,63044,1630339178,1630340031,2021-08-30 17:59:38,2021-08-30 18:13:51,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.1752,15.56177",54.1752,15.56177,"Stadion",2141.41749096548,"54.1773,15.54264 54.1752,15.56177",853,9.03763536632559,"3581070_3579613","ul. Arciszewskiego -> Stadion",2021-08-30 17:59:38,"2021-08-30","2021","08","30","17:59:38","17","59","38",2021-08-30 18:13:51,"pon\.",2,"17:"
"9753",3576237,3579613,63091,1630339911,1630340522,2021-08-30 18:11:51,2021-08-30 18:22:02,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17624,15.57618",54.17624,15.57618,"Ratusz",1607.98599681036,"54.1752,15.56177 54.17624,15.57618",611,9.47422191246691,"3579613_3576237","Stadion -> Ratusz",2021-08-30 18:11:51,"2021-08-30","2021","08","30","18:11:51","18","11","51",2021-08-30 18:22:02,"pon\.",2,"18:"
"9754",3576237,3579613,63126,1630340031,1630340522,2021-08-30 18:13:51,2021-08-30 18:22:02,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17624,15.57618",54.17624,15.57618,"Ratusz",1607.98599681036,"54.1752,15.56177 54.17624,15.57618",491,11.7897140295668,"3579613_3576237","Stadion -> Ratusz",2021-08-30 18:13:51,"2021-08-30","2021","08","30","18:13:51","18","13","51",2021-08-30 18:22:02,"pon\.",2,"18:"
"9755",3581070,3581060,63155,1630340522,1630347198,2021-08-30 18:22:02,2021-08-30 20:13:18,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",1541.52032908927,"54.18588,15.55375 54.1773,15.54264",6676,0.831257217603564,"3581060_3581070","Latarnia Morska -> ul. Arciszewskiego",2021-08-30 18:22:02,"2021-08-30","2021","08","30","18:22:02","18","22","02",2021-08-30 20:13:18,"pon\.",2,"18:"
"9756",3581070,3581060,63184,1630340522,1630347198,2021-08-30 18:22:02,2021-08-30 20:13:18,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",1541.52032908927,"54.18588,15.55375 54.1773,15.54264",6676,0.831257217603564,"3581060_3581070","Latarnia Morska -> ul. Arciszewskiego",2021-08-30 18:22:02,"2021-08-30","2021","08","30","18:22:02","18","22","02",2021-08-30 20:13:18,"pon\.",2,"18:"
"9757",3581060,3580938,63114,1630340771,1630343034,2021-08-30 18:26:11,2021-08-30 19:03:54,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4269.22325203499,"54.1872,15.59208 54.18588,15.55375",2263,6.79151732537604,"3580938_3581060","Kamienny Szaniec -> Latarnia Morska",2021-08-30 18:26:11,"2021-08-30","2021","08","30","18:26:11","18","26","11",2021-08-30 19:03:54,"pon\.",2,"18:"
"9758",3581060,3576237,63078,1630341029,1630341805,2021-08-30 18:30:29,2021-08-30 18:43:25,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",776,12.5370747565114,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-30 18:30:29,"2021-08-30","2021","08","30","18:30:29","18","30","29",2021-08-30 18:43:25,"pon\.",2,"18:"
"9759",3581060,3576237,63191,1630341029,1630341805,2021-08-30 18:30:29,2021-08-30 18:43:25,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",2702.43611418135,"54.17624,15.57618 54.18588,15.55375",776,12.5370747565114,"3576237_3581060","Ratusz -> Latarnia Morska",2021-08-30 18:30:29,"2021-08-30","2021","08","30","18:30:29","18","30","29",2021-08-30 18:43:25,"pon\.",2,"18:"
"9760",3575154,3576237,63091,1630341285,1630341653,2021-08-30 18:34:45,2021-08-30 18:40:53,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",767.758459035165,"54.17624,15.57618 54.17592,15.58307",368,7.51068057751792,"3576237_3575154","Ratusz -> Ul. Słowińców",2021-08-30 18:34:45,"2021-08-30","2021","08","30","18:34:45","18","34","45",2021-08-30 18:40:53,"pon\.",2,"18:"
"9761",3575154,3576237,63153,1630341407,1630341653,2021-08-30 18:36:47,2021-08-30 18:40:53,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",767.758459035165,"54.17624,15.57618 54.17592,15.58307",246,11.235489644417,"3576237_3575154","Ratusz -> Ul. Słowińców",2021-08-30 18:36:47,"2021-08-30","2021","08","30","18:36:47","18","36","47",2021-08-30 18:40:53,"pon\.",2,"18:"
"9762",3581070,3562243,63187,1630341407,1630342420,2021-08-30 18:36:47,2021-08-30 18:53:40,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",3159.71300776762,"54.18194,15.57067 54.1773,15.54264",1013,11.2289899585029,"3562243_3581070","Dworzec PKP -> ul. Arciszewskiego",2021-08-30 18:36:47,"2021-08-30","2021","08","30","18:36:47","18","36","47",2021-08-30 18:53:40,"pon\.",2,"18:"
"9763",3581070,3562243,63089,1630341530,1630342420,2021-08-30 18:38:50,2021-08-30 18:53:40,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",3159.71300776762,"54.18194,15.57067 54.1773,15.54264",890,12.7808616044533,"3562243_3581070","Dworzec PKP -> ul. Arciszewskiego",2021-08-30 18:38:50,"2021-08-30","2021","08","30","18:38:50","18","38","50",2021-08-30 18:53:40,"pon\.",2,"18:"
"9764",3580938,3580557,63031,1630342017,1630342672,2021-08-30 18:46:57,2021-08-30 18:57:52,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",655,4.90339562508883,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-30 18:46:57,"2021-08-30","2021","08","30","18:46:57","18","46","57",2021-08-30 18:57:52,"pon\.",2,"18:"
"9765",3580557,3575154,63091,1630342157,1630343034,2021-08-30 18:49:17,2021-08-30 19:03:54,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",884.76417448741,"54.17592,15.58307 54.17906,15.59042",877,3.63187118375676,"3575154_3580557","Ul. Słowińców -> Ogrody - ul. Fredry",2021-08-30 18:49:17,"2021-08-30","2021","08","30","18:49:17","18","49","17",2021-08-30 19:03:54,"pon\.",2,"18:"
"9766",3580557,3575154,63181,1630342157,1630343034,2021-08-30 18:49:17,2021-08-30 19:03:54,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",884.76417448741,"54.17592,15.58307 54.17906,15.59042",877,3.63187118375676,"3575154_3580557","Ul. Słowińców -> Ogrody - ul. Fredry",2021-08-30 18:49:17,"2021-08-30","2021","08","30","18:49:17","18","49","17",2021-08-30 19:03:54,"pon\.",2,"18:"
"9767",3580938,3580557,63033,1630342157,1630342549,2021-08-30 18:49:17,2021-08-30 18:55:49,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",392,8.19317381232955,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-30 18:49:17,"2021-08-30","2021","08","30","18:49:17","18","49","17",2021-08-30 18:55:49,"pon\.",2,"18:"
"9768",3575154,3576237,63095,1630342291,1630342672,2021-08-30 18:51:31,2021-08-30 18:57:52,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",767.758459035165,"54.17624,15.57618 54.17592,15.58307",381,7.25441063655274,"3576237_3575154","Ratusz -> Ul. Słowińców",2021-08-30 18:51:31,"2021-08-30","2021","08","30","18:51:31","18","51","31",2021-08-30 18:57:52,"pon\.",2,"18:"
"9769",3575154,3576237,63126,1630342291,1630342672,2021-08-30 18:51:31,2021-08-30 18:57:52,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",767.758459035165,"54.17624,15.57618 54.17592,15.58307",381,7.25441063655274,"3576237_3575154","Ratusz -> Ul. Słowińców",2021-08-30 18:51:31,"2021-08-30","2021","08","30","18:51:31","18","51","31",2021-08-30 18:57:52,"pon\.",2,"18:"
"9770",3580557,3579613,63138,1630342913,1630343643,2021-08-30 19:01:53,2021-08-30 19:14:03,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",3216.05035661621,"54.1752,15.56177 54.17906,15.59042",730,15.859974361395,"3579613_3580557","Stadion -> Ogrody - ul. Fredry",2021-08-30 19:01:53,"2021-08-30","2021","08","30","19:01:53","19","01","53",2021-08-30 19:14:03,"pon\.",2,"19:"
"9771",3575154,3580938,63033,1630343765,1630344614,2021-08-30 19:16:05,2021-08-30 19:30:14,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",849,6.6626143094301,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-30 19:16:05,"2021-08-30","2021","08","30","19:16:05","19","16","05",2021-08-30 19:30:14,"pon\.",2,"19:"
"9772",3575154,3580938,63031,1630343765,1630344614,2021-08-30 19:16:05,2021-08-30 19:30:14,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",849,6.6626143094301,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-30 19:16:05,"2021-08-30","2021","08","30","19:16:05","19","16","05",2021-08-30 19:30:14,"pon\.",2,"19:"
"9773",3581070,3580938,63094,1630344247,1630349615,2021-08-30 19:24:07,2021-08-30 20:53:35,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",5605.09346105071,"54.1872,15.59208 54.1773,15.54264",5368,3.75900455659138,"3580938_3581070","Kamienny Szaniec -> ul. Arciszewskiego",2021-08-30 19:24:07,"2021-08-30","2021","08","30","19:24:07","19","24","07",2021-08-30 20:53:35,"pon\.",2,"19:"
"9774",3575154,3562243,63011,1630345109,1630345755,2021-08-30 19:38:29,2021-08-30 19:49:15,"54.18194,15.57067",54.18194,15.57067,"Dworzec PKP","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1523.84610146623,"54.18194,15.57067 54.17592,15.58307",646,8.49202161807804,"3562243_3575154","Dworzec PKP -> Ul. Słowińców",2021-08-30 19:38:29,"2021-08-30","2021","08","30","19:38:29","19","38","29",2021-08-30 19:49:15,"pon\.",2,"19:"
"9775",3576237,3575154,63193,1630346137,1630346763,2021-08-30 19:55:37,2021-08-30 20:06:03,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17624,15.57618",54.17624,15.57618,"Ratusz",767.758459035165,"54.17592,15.58307 54.17624,15.57618",626,4.41522436505846,"3575154_3576237","Ul. Słowińców -> Ratusz",2021-08-30 19:55:37,"2021-08-30","2021","08","30","19:55:37","19","55","37",2021-08-30 20:06:03,"pon\.",2,"19:"
"9776",3581060,3580557,63015,1630346910,1630348336,2021-08-30 20:08:30,2021-08-30 20:32:16,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.18588,15.55375",54.18588,15.55375,"Latarnia Morska",4147.07962756025,"54.17906,15.59042 54.18588,15.55375",1426,10.4694857357762,"3580557_3581060","Ogrody - ul. Fredry -> Latarnia Morska",2021-08-30 20:08:30,"2021-08-30","2021","08","30","20:08:30","20","08","30",2021-08-30 20:32:16,"pon\.",2,"20:"
"9777",3580938,3580557,63181,1630347069,1630349615,2021-08-30 20:11:09,2021-08-30 20:53:35,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",2546,1.26147845028798,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-30 20:11:09,"2021-08-30","2021","08","30","20:11:09","20","11","09",2021-08-30 20:53:35,"pon\.",2,"20:"
"9778",3580938,3580557,63059,1630347198,1630349615,2021-08-30 20:13:18,2021-08-30 20:53:35,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",892.145592898107,"54.17906,15.59042 54.1872,15.59208",2417,1.32880601341878,"3580557_3580938","Ogrody - ul. Fredry -> Kamienny Szaniec",2021-08-30 20:13:18,"2021-08-30","2021","08","30","20:13:18","20","13","18",2021-08-30 20:53:35,"pon\.",2,"20:"
"9779",3580557,3576237,63190,1630347576,1630348457,2021-08-30 20:19:36,2021-08-30 20:34:17,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",1613.77212939467,"54.17624,15.57618 54.17906,15.59042",881,6.59430155030739,"3576237_3580557","Ratusz -> Ogrody - ul. Fredry",2021-08-30 20:19:36,"2021-08-30","2021","08","30","20:19:36","20","19","36",2021-08-30 20:34:17,"pon\.",2,"20:"
"9780",3575154,3581070,63172,1630347698,1630348821,2021-08-30 20:21:38,2021-08-30 20:40:21,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",4503.07940999571,"54.1773,15.54264 54.17592,15.58307",1123,14.4355172537708,"3581070_3575154","ul. Arciszewskiego -> Ul. Słowińców",2021-08-30 20:21:38,"2021-08-30","2021","08","30","20:21:38","20","21","38",2021-08-30 20:40:21,"pon\.",2,"20:"
"9781",3576237,3581070,63184,1630347698,1630348821,2021-08-30 20:21:38,2021-08-30 20:40:21,"54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego","54.17624,15.57618",54.17624,15.57618,"Ratusz",3735.38577666576,"54.1773,15.54264 54.17624,15.57618",1123,11.9745225253756,"3581070_3576237","ul. Arciszewskiego -> Ratusz",2021-08-30 20:21:38,"2021-08-30","2021","08","30","20:21:38","20","21","38",2021-08-30 20:40:21,"pon\.",2,"20:"
"9782",3580938,3581060,63114,1630347827,1630349615,2021-08-30 20:23:47,2021-08-30 20:53:35,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",4269.22325203499,"54.18588,15.55375 54.1872,15.59208",1788,8.59575151416441,"3581060_3580938","Latarnia Morska -> Kamienny Szaniec",2021-08-30 20:23:47,"2021-08-30","2021","08","30","20:23:47","20","23","47",2021-08-30 20:53:35,"pon\.",2,"20:"
"9783",3581070,3581060,63015,1630348336,1630349483,2021-08-30 20:32:16,2021-08-30 20:51:23,"54.18588,15.55375",54.18588,15.55375,"Latarnia Morska","54.1773,15.54264",54.1773,15.54264,"ul. Arciszewskiego",1541.52032908927,"54.18588,15.55375 54.1773,15.54264",1147,4.83825037900731,"3581060_3581070","Latarnia Morska -> ul. Arciszewskiego",2021-08-30 20:32:16,"2021-08-30","2021","08","30","20:32:16","20","32","16",2021-08-30 20:51:23,"pon\.",2,"20:"
"9784",3576237,3580557,63283,1630348578,1630349615,2021-08-30 20:36:18,2021-08-30 20:53:35,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.17624,15.57618",54.17624,15.57618,"Ratusz",1613.77212939467,"54.17906,15.59042 54.17624,15.57618",1037,5.60229475971148,"3580557_3576237","Ogrody - ul. Fredry -> Ratusz",2021-08-30 20:36:18,"2021-08-30","2021","08","30","20:36:18","20","36","18",2021-08-30 20:53:35,"pon\.",2,"20:"
"9785",3576237,3580557,63190,1630348578,1630349743,2021-08-30 20:36:18,2021-08-30 20:55:43,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.17624,15.57618",54.17624,15.57618,"Ratusz",1613.77212939467,"54.17906,15.59042 54.17624,15.57618",1165,4.98676366164876,"3580557_3576237","Ogrody - ul. Fredry -> Ratusz",2021-08-30 20:36:18,"2021-08-30","2021","08","30","20:36:18","20","36","18",2021-08-30 20:55:43,"pon\.",2,"20:"
"9787",3579613,3581049,63127,1630353086,1630353579,2021-08-30 21:51:26,2021-08-30 21:59:39,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1752,15.56177",54.1752,15.56177,"Stadion",748.00076326206,"54.17112,15.56722 54.1752,15.56177",493,5.46207453903329,"3581049_3579613","ul. 1 Maja -> Stadion",2021-08-30 21:51:26,"2021-08-30","2021","08","30","21:51:26","21","51","26",2021-08-30 21:59:39,"pon\.",2,"21:"
"9788",3579613,3581049,63159,1630353086,1630353579,2021-08-30 21:51:26,2021-08-30 21:59:39,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.1752,15.56177",54.1752,15.56177,"Stadion",748.00076326206,"54.17112,15.56722 54.1752,15.56177",493,5.46207453903329,"3581049_3579613","ul. 1 Maja -> Stadion",2021-08-30 21:51:26,"2021-08-30","2021","08","30","21:51:26","21","51","26",2021-08-30 21:59:39,"pon\.",2,"21:"
"9789",3575154,3580938,63181,1630354600,1630355032,2021-08-30 22:16:40,2021-08-30 22:23:52,"54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1571.26654130727,"54.1872,15.59208 54.17592,15.58307",432,13.0938878442272,"3580938_3575154","Kamienny Szaniec -> Ul. Słowińców",2021-08-30 22:16:40,"2021-08-30","2021","08","30","22:16:40","22","16","40",2021-08-30 22:23:52,"pon\.",2,"22:"
"9790",3581080,3581049,63148,1630354600,1630358482,2021-08-30 22:16:40,2021-08-30 23:21:22,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha",2146.28345134652,"54.17112,15.56722 54.15675,15.5538",3882,1.99037105225335,"3581049_3581080","ul. 1 Maja -> ul. Świętego Wojciecha",2021-08-30 22:16:40,"2021-08-30","2021","08","30","22:16:40","22","16","40",2021-08-30 23:21:22,"pon\.",2,"22:"
"9791",3581049,3576237,63283,1630354909,1630355531,2021-08-30 22:21:49,2021-08-30 22:32:11,"54.17624,15.57618",54.17624,15.57618,"Ratusz","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1138.54826080442,"54.17624,15.57618 54.17112,15.56722",622,6.58966839050791,"3576237_3581049","Ratusz -> ul. 1 Maja",2021-08-30 22:21:49,"2021-08-30","2021","08","30","22:21:49","22","21","49",2021-08-30 22:32:11,"pon\.",2,"22:"
"9792",3581078,3581049,63285,1630355657,1630356330,2021-08-30 22:34:17,2021-08-30 22:45:30,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.16255,15.54869",54.16255,15.54869,"ul. Toruńska",2258.22858975032,"54.17112,15.56722 54.16255,15.54869",673,12.0796774488873,"3581049_3581078","ul. 1 Maja -> ul. Toruńska",2021-08-30 22:34:17,"2021-08-30","2021","08","30","22:34:17","22","34","17",2021-08-30 22:45:30,"pon\.",2,"22:"
"9793",3581049,3575154,63153,1630356735,1630357277,2021-08-30 22:52:15,2021-08-30 23:01:17,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1837.95683562113,"54.17592,15.58307 54.17112,15.56722",542,12.2078313805094,"3575154_3581049","Ul. Słowińców -> ul. 1 Maja",2021-08-30 22:52:15,"2021-08-30","2021","08","30","22:52:15","22","52","15",2021-08-30 23:01:17,"pon\.",2,"22:"
"9794",3581049,3575154,63181,1630356735,1630357277,2021-08-30 22:52:15,2021-08-30 23:01:17,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",1837.95683562113,"54.17592,15.58307 54.17112,15.56722",542,12.2078313805094,"3575154_3581049","Ul. Słowińców -> ul. 1 Maja",2021-08-30 22:52:15,"2021-08-30","2021","08","30","22:52:15","22","52","15",2021-08-30 23:01:17,"pon\.",2,"22:"
"9795",3575154,3581049,63079,1630357277,1630358086,2021-08-30 23:01:17,2021-08-30 23:14:46,"54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja","54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców",1837.95683562113,"54.17112,15.56722 54.17592,15.58307",809,8.17879432414843,"3581049_3575154","ul. 1 Maja -> Ul. Słowińców",2021-08-30 23:01:17,"2021-08-30","2021","08","30","23:01:17","23","01","17",2021-08-30 23:14:46,"pon\.",2,"23:"
"9796",3580557,3579613,63036,1630358339,1630359257,2021-08-30 23:18:59,2021-08-30 23:34:17,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",3216.05035661621,"54.1752,15.56177 54.17906,15.59042",918,12.6119621828087,"3579613_3580557","Stadion -> Ogrody - ul. Fredry",2021-08-30 23:18:59,"2021-08-30","2021","08","30","23:18:59","23","18","59",2021-08-30 23:34:17,"pon\.",2,"23:"
"9797",3580557,3579613,63069,1630358339,1630359257,2021-08-30 23:18:59,2021-08-30 23:34:17,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry",3216.05035661621,"54.1752,15.56177 54.17906,15.59042",918,12.6119621828087,"3579613_3580557","Stadion -> Ogrody - ul. Fredry",2021-08-30 23:18:59,"2021-08-30","2021","08","30","23:18:59","23","18","59",2021-08-30 23:34:17,"pon\.",2,"23:"
"9798",3579613,3580557,63157,1630359257,1630360023,2021-08-30 23:34:17,2021-08-30 23:47:03,"54.17906,15.59042",54.17906,15.59042,"Ogrody - ul. Fredry","54.1752,15.56177",54.1752,15.56177,"Stadion",3216.05035661621,"54.17906,15.59042 54.1752,15.56177",766,15.1145969762642,"3580557_3579613","Ogrody - ul. Fredry -> Stadion",2021-08-30 23:34:17,"2021-08-30","2021","08","30","23:34:17","23","34","17",2021-08-30 23:47:03,"pon\.",2,"23:"
"9799",3576237,3575154,63028,1630360517,1630360961,2021-08-30 23:55:17,2021-08-31 00:02:41,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17624,15.57618",54.17624,15.57618,"Ratusz",767.758459035165,"54.17592,15.58307 54.17624,15.57618",444,6.22506858677161,"3575154_3576237","Ul. Słowińców -> Ratusz",2021-08-30 23:55:17,"2021-08-30","2021","08","30","23:55:17","23","55","17",2021-08-31 00:02:41,"pon\.",2,"23:"
"9800",3576237,3575154,63183,1630360517,1630360961,2021-08-30 23:55:17,2021-08-31 00:02:41,"54.17592,15.58307",54.17592,15.58307,"Ul. Słowińców","54.17624,15.57618",54.17624,15.57618,"Ratusz",767.758459035165,"54.17592,15.58307 54.17624,15.57618",444,6.22506858677161,"3575154_3576237","Ul. Słowińców -> Ratusz",2021-08-30 23:55:17,"2021-08-30","2021","08","30","23:55:17","23","55","17",2021-08-31 00:02:41,"pon\.",2,"23:"
"9801",3581049,3579613,63127,1630361791,1630362198,2021-08-31 00:16:31,2021-08-31 00:23:18,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",748.00076326206,"54.1752,15.56177 54.17112,15.56722",407,6.61622296742854,"3579613_3581049","Stadion -> ul. 1 Maja",2021-08-31 00:16:31,"2021-08-31","2021","08","31","00:16:31","00","16","31",2021-08-31 00:23:18,"wt\.",3,"00:"
"9802",3581049,3579613,63159,1630361791,1630362198,2021-08-31 00:16:31,2021-08-31 00:23:18,"54.1752,15.56177",54.1752,15.56177,"Stadion","54.17112,15.56722",54.17112,15.56722,"ul. 1 Maja",748.00076326206,"54.1752,15.56177 54.17112,15.56722",407,6.61622296742854,"3579613_3581049","Stadion -> ul. 1 Maja",2021-08-31 00:16:31,"2021-08-31","2021","08","31","00:16:31","00","16","31",2021-08-31 00:23:18,"wt\.",3,"00:"
"9803",3580938,3581080,63148,1630362820,1630364818,2021-08-31 00:33:40,2021-08-31 01:06:58,"54.15675,15.5538",54.15675,15.5538,"ul. Świętego Wojciecha","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",5368.47892402789,"54.15675,15.5538 54.1872,15.59208",1998,9.67293499824846,"3581080_3580938","ul. Świętego Wojciecha -> Kamienny Szaniec",2021-08-31 00:33:40,"2021-08-31","2021","08","31","00:33:40","00","33","40",2021-08-31 01:06:58,"wt\.",3,"00:"
"9804",3580938,3581078,63059,1630363220,1630364818,2021-08-31 00:40:20,2021-08-31 01:06:58,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",5506.13609523809,"54.16255,15.54869 54.1872,15.59208",1598,12.4043116037905,"3581078_3580938","ul. Toruńska -> Kamienny Szaniec",2021-08-31 00:40:20,"2021-08-31","2021","08","31","00:40:20","00","40","20",2021-08-31 01:06:58,"wt\.",3,"00:"
"9805",3580938,3581078,63019,1630363220,1630364818,2021-08-31 00:40:20,2021-08-31 01:06:58,"54.16255,15.54869",54.16255,15.54869,"ul. Toruńska","54.1872,15.59208",54.1872,15.59208,"Kamienny Szaniec",5506.13609523809,"54.16255,15.54869 54.1872,15.59208",1598,12.4043116037905,"3581078_3580938","ul. Toruńska -> Kamienny Szaniec",2021-08-31 00:40:20,"2021-08-31","2021","08","31","00:40:20","00","40","20",2021-08-31 01:06:58,"wt\.",3,"00:"
